"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"Jason Witten","DAL","1","TE","4","4","0","24","0","0","0","0","100","4.25","6","6","1.75","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","6.4","0.13","1.6"
"Larry Fitzgerald","ARZ","1","WR","7","4","0","45","0","0","0","0","57.1","8.86","6.43","11.25","7.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","8.5","0.14","2.13"
"Benjamin Watson","NE","1","TE","1","1","0","4","0","0","0","0","100","3","4","4","1","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","1.4","0.03","1.4"
"Frank Gore","BUF","1","RB","3","3","0","16","0","0","0","0","100","-1","5.33","5.33","6.33","","","","","","","","","","","","6","0","26","0","0","0","4.33","4.17","2","0.33","0","","","","","","","","","0","0","7.2","0.51","0.8"
"Marcedes Lewis","GB","1","TE","1","1","0","12","0","0","0","0","100","0","12","12","12","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","2.2","0.07","2.2"
"Adrian Peterson","WAS","1","RB","3","1","0","0","0","0","0","0","33.3","-4.67","0","0","0","","","","","","","","","","","","13","0","78","0","0","0","6","1.85","1","0.08","1","","","","","","","","","0","0","8.8","0.31","0.63"
"Ted Ginn Jr.","NO","1","WR","2","1","0","10","0","0","0","0","50","25.5","5","10","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","2","0.11","2"
"Marshawn Lynch","SEA","1","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","12","0","34","0","1","0","2.83","2.58","1","0.08","0","","","","","","","","","0","0","9.4","0.41","0.78"
"Greg Olsen","CAR","1","TE","6","2","0","12","0","0","0","0","33.3","7.17","2","6","4.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","3.2","0.12","1.6"
"Danny Amendola","DET","1","WR","4","2","0","16","0","0","0","0","50","11.75","4","8","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","3.6","0.08","1.8"
"Jared Cook","NO","1","TE","2","2","0","44","0","1","0","0","100","22.5","22","22","1","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","12.4","0.48","6.2"
"Julian Edelman","NE","1","WR","6","3","0","26","0","0","0","0","50","12.33","4.33","8.67","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","5.6","0.1","1.87"
"Golden Tate","NYG","1","WR","8","5","0","68","0","1","0","1","62.5","11.38","8.5","13.6","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","17.8","0.27","3.56"
"Emmanuel Sanders","SF","1","WR","4","3","0","25","0","0","0","0","75","10.5","6.25","8.33","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","5.5","0.12","1.83"
"Jimmy Graham","GB","1","TE","7","4","0","49","0","0","0","1","57.1","11.71","7","12.25","8.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","8.9","0.19","2.23"
"Julio Jones","ATL","1","WR","11","7","0","78","0","0","0","0","63.6","7.82","7.09","11.14","3.43","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","14.8","0.2","2.11"
"Kyle Rudolph","MIN","1","TE","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
