"player","team","games","dropbacks","att","comp","drops","comDrop","yds","passYds300Games","depthAim","tds","td40s","td50s","ints","sks","ezAtt","ezTds","ezInts","ezPct","ezTdPct","rushCarries","rushYds","rushTds","rushTd40s","fumbles","rzRushCarries","rzRushTds","rzRushPct","i5RushCarries","i5RushTds","i5RushPct","patConversions","patAttempts","fantasyPts","ptsPerDb"
"Josh Allen","BUF","1","36","33","21","3","77.4","256","0","8.52","3","1","0","0","0","","","","","","7","56","1","0","0","","","","","","","0","0","33.8","0.94"
"Mason Rudolph","PIT","1","49","44","23","3","65","221","0","10.2","1","0","0","4","4","","","","","","2","15","0","0","1","","","","","","","0","0","10.3","0.21"
"Baker Mayfield","CLV","1","33","32","17","2","65.5","193","0","9.52","2","0","0","0","1","","","","","","1","1","1","0","0","","","","","","","0","0","21.8","0.66"
"Ryan Finley","CIN","1","38","31","13","3","55.2","115","0","6.59","0","0","0","1","5","","","","","","3","47","0","0","1","","","","","","","0","0","8.3","0.22"
"Lamar Jackson","BLT","1","28","24","17","1","75","222","0","9.29","4","0","0","0","0","","","","","","10","79","0","0","0","","","","","","","0","0","32.8","1.17"
"Dwayne Haskins","WAS","1","43","35","19","5","77.4","214","0","7.06","2","1","0","1","6","","","","","","4","5","0","0","2","","","","","","","1","3","16.1","0.37"
"Kyler Murray","ARZ","1","37","33","24","1","75.8","150","0","4.15","2","0","0","0","4","","","","","","8","67","1","0","0","","","","","","","0","0","26.7","0.72"
"Sam Darnold","NYJ","1","32","30","19","1","80","293","0","11.48","4","0","0","1","2","","","","","","2","-3","0","0","1","","","","","","","0","0","26.4","0.82"
"Kyle Allen","CAR","1","56","50","31","3","72.3","325","1","7.66","0","0","0","4","5","","","","","","1","7","0","0","0","","","","","","","0","0","9.7","0.17"
"Taysom Hill","NO","1","1","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","1","2","0","0","0","","","","","","","0","0","0.2","0.2"
"Deshaun Watson","HST","1","37","29","18","1","67.9","169","0","8.29","0","0","0","1","6","","","","","","3","12","0","0","1","","","","","","","0","0","7","0.19"
"Patrick Mahomes","KC","1","37","32","19","0","67.9","182","0","7.64","1","0","0","1","1","","","","","","5","59","0","0","0","","","","","","","0","0","16.2","0.44"
"Mitchell Trubisky","CHI","1","45","43","24","1","62.5","190","0","7.85","1","0","0","1","1","","","","","","1","4","0","0","0","","","","","","","0","0","11","0.24"
"Jeff Driskel","DET","1","34","26","15","0","68.2","209","0","11.36","2","0","0","0","3","","","","","","8","51","1","0","0","","","","","","","0","1","27.5","0.81"
"Brandon Allen","DEN","1","42","39","17","1","56.3","240","0","9.25","1","0","0","1","2","","","","","","3","18","0","0","0","","","","","","","0","0","14.4","0.34"
"Dak Prescott","DAL","1","49","46","29","3","74.4","444","1","10.09","3","0","0","0","1","","","","","","6","18","0","0","0","","","","","","","0","0","31.6","0.64"
"Jacoby Brissett","IND","1","29","24","15","2","81","148","0","7.71","1","0","0","1","3","","","","","","2","12","1","0","1","","","","","","","0","0","16.1","0.56"
"Carson Wentz","PHI","1","48","40","20","3","60.5","214","0","11.05","1","0","0","0","5","","","","","","3","17","0","0","2","","","","","","","0","0","14.3","0.3"
"Jared Goff","LA","1","19","18","11","0","68.8","173","0","8.75","0","0","0","1","0","","","","","","3","3","0","0","0","","","","","","","0","0","6.2","0.33"
"Jameis Winston","TB","1","54","51","30","2","66.7","313","1","8.88","2","0","0","4","2","","","","","","2","23","0","0","1","","","","","","","0","0","18.8","0.35"
"Garrett Gilbert","CLV","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","-1","0","0","0","","","","","","","0","0","-0.1",""
"A.J. McCarron","HST","1","2","1","0","0","0","0","0","5","0","0","0","0","1","","","","","","0","0","0","0","0","","","","","","","0","0","0","0"
"Jimmy Garoppolo","SF","1","48","45","34","4","88.4","424","1","5.7","4","0","0","2","2","","","","","","1","7","0","0","0","","","","","","","0","1","31.7","0.66"
"Derek Carr","OAK","1","34","29","25","0","89.3","292","0","6.57","1","0","0","1","3","","","","","","5","1","1","0","0","","","","","","","0","0","20.8","0.61"
"Kirk Cousins","MIN","1","40","35","29","1","88.2","319","1","8.18","3","1","1","0","5","","","","","","2","1","0","0","1","","","","","","","0","1","24.9","0.62"
"Nick Foles","JAX","1","49","47","33","0","73.3","296","0","8.51","2","0","0","1","2","","","","","","0","0","0","0","0","","","","","","","0","1","18.8","0.38"
"Robert Griffin III","BLT","1","2","2","2","0","100","15","0","1.5","0","0","0","0","0","","","","","","1","-1","0","0","0","","","","","","","0","0","0.5","0.25"
"Brian Hoyer","IND","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","2","-2","0","0","0","","","","","","","0","0","-0.2",""
"Chase Daniel","CHI","1","6","4","1","1","66.7","9","0","4","0","0","0","0","2","","","","","","0","0","0","0","0","","","","","","","0","0","0.4","0.07"
"Matt Ryan","ATL","1","34","31","21","2","79.3","311","1","10.62","1","0","0","0","3","","","","","","2","0","0","0","0","","","","","","","0","1","16.4","0.48"
"Ryan Fitzpatrick","MIA","1","52","45","32","4","83.7","323","1","7.05","0","0","0","0","7","","","","","","1","0","0","0","0","","","","","","","0","1","12.9","0.25"
