"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"Ashton Dulin","IND","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Vyncint Smith","NYJ","1","WR","1","0","0","0","0","0","0","0","0","40","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"A.J. Brown","TEN","1","WR","4","1","0","17","0","0","0","0","25","23","4.25","17","12","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","2.7","0.06","2.7"
"Deebo Samuel","SF","1","WR","11","8","0","112","1","0","0","1","72.7","8.73","10.18","14","8.88","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","19.2","0.27","2.4"
"D.J. Moore","CAR","1","WR","11","9","0","120","1","0","0","0","81.8","10.27","10.91","13.33","4.78","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","21","0.29","2.33"
"Miles Boykin","BLT","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Auden Tate","CIN","1","WR","5","3","0","36","0","0","0","1","60","8.4","7.2","12","7","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","6.6","0.09","2.2"
"Allen Lazard","GB","1","WR","6","3","0","27","0","0","0","1","50","15.33","4.5","9","1","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","5.7","0.19","1.9"
"Trent Sherfield","ARZ","1","WR","2","0","0","0","0","0","0","0","0","8","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Christian Blake","ATL","1","WR","2","2","0","15","0","0","0","0","100","7.5","7.5","7.5","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","3.5","0.23","1.75"
"D.K. Metcalf","SEA","1","WR","10","6","0","70","0","0","0","1","60","8.8","7","11.67","7","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","13","0.18","2.17"
"James Washington","PIT","1","WR","7","6","0","90","0","1","0","0","85.7","11.14","12.86","15","4.67","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","21","0.57","3.5"
"Scotty Miller","TB","1","WR","3","2","0","33","0","0","0","0","66.7","21.33","11","16.5","3","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","5.3","0.48","2.65"
"Andy Isabella","ARZ","1","WR","3","3","1","78","0","0","0","0","100","11","26","26","15","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","10.8","0.42","3.6"
"Byron Pringle","KC","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"KeeSean Johnson","ARZ","1","WR","3","0","0","0","0","0","0","0","0","19.33","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Michael Gallup","DAL","1","WR","10","4","0","76","0","1","0","1","40","16.4","7.6","19","7.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","17.6","0.28","4.4"
"Zach Pascal","IND","1","WR","7","2","0","26","0","0","0","0","28.6","13.29","3.71","13","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","4.6","0.07","2.3"
"Josh Reynolds","LA","1","WR","4","3","0","49","0","0","0","0","75","17.75","12.25","16.33","4.33","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","7.9","0.11","2.63"
"Kenny Golladay","DET","1","WR","9","3","1","57","0","1","1","3","33.3","14","6.33","19","0.67","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","14.7","0.19","4.9"
"Chris Godwin","TB","1","WR","11","6","1","74","0","0","0","0","54.5","10.09","6.73","12.33","7.17","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","13.4","0.17","2.23"
"Curtis Samuel","CAR","1","WR","7","4","0","35","0","1","0","0","57.1","13.14","5","8.75","1","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","13.5","0.23","3.38"
"Marvin Hall","DET","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Robby Anderson","NYJ","1","WR","3","1","0","11","0","0","0","0","33.3","13.33","3.67","11","1","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","2.1","0.04","2.1"
"Marcus Johnson","IND","1","WR","3","1","0","9","0","0","0","0","33.3","18.33","3","9","4","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","1.9","0.03","1.9"
"Kalif Raymond","TEN","1","WR","1","1","1","52","0","0","0","0","100","48","52","52","4","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","6.2","0.62","6.2"
"Mike Thomas","LA","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Jakeem Grant","MIA","1","WR","2","2","0","15","0","0","0","0","100","-2.5","7.5","7.5","10","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","3.5","0.23","1.75"
"Demarcus Robinson","KC","1","WR","5","4","0","56","0","0","0","0","80","8.4","11.2","14","6","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","9.6","0.17","2.4"
"Michael Thomas","NO","1","WR","14","13","0","152","1","0","0","0","92.9","8.36","10.86","11.69","3.77","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","28.2","0.45","2.17"
"Laquon Treadwell","MIN","1","WR","1","1","0","10","0","0","0","0","100","9","10","10","1","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","2","0.17","2"
"Tyrell Williams","OAK","1","WR","5","3","0","25","0","0","0","0","60","11.8","5","8.33","0.67","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","5.5","0.11","1.83"
"Stefon Diggs","MIN","1","WR","5","3","0","49","0","0","0","0","60","14.2","9.8","16.33","3.67","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","7.9","0.14","2.63"
"Seth Roberts","BLT","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Allen Hurns","MIA","1","WR","4","2","0","32","0","0","0","0","50","10.5","8","16","3.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","5.2","0.09","2.6"
"John Brown","BUF","1","WR","11","5","0","77","0","0","0","0","45.5","13.18","7","15.4","2.6","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","12.7","0.2","2.54"
"Allen Robinson II","CHI","1","WR","8","6","0","86","0","0","0","0","75","12.88","10.75","14.33","2.17","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","14.6","0.27","2.43"
"Davante Adams","GB","1","WR","10","7","0","118","1","0","0","0","70","16.2","11.8","16.86","5.14","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","18.8","0.38","2.69"
"Odell Beckham Jr.","CLV","1","WR","12","5","0","57","0","0","0","0","41.7","15.17","4.75","11.4","2.4","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","10.7","0.16","2.14"
"Mike Evans","TB","1","WR","6","4","0","82","0","0","0","0","66.7","19.17","13.67","20.5","6.25","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","12.2","0.17","3.05"
"Tavon Austin","DAL","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","1","0","7","0","0","0","7","4","0","0","0","","","","","","","","","0","0","0.7","0.05","0.7"
"Julio Jones","ATL","1","WR","9","3","1","79","0","0","0","0","33.3","12.33","8.78","26.33","12.33","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","10.9","0.18","3.63"
"Emmanuel Sanders","SF","1","WR","4","2","0","24","0","0","0","0","50","10.25","6","12","4.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","4.4","0.18","2.2"
"Malik Turner","SEA","1","WR","2","2","0","35","0","0","0","0","100","6.5","17.5","17.5","11","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","5.5","0.16","2.75"
"Hunter Renfrow","OAK","1","WR","5","4","0","42","0","0","0","0","80","9.8","8.4","10.5","4","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","8.2","0.26","2.05"
"Russell Gage","ATL","1","WR","5","4","0","23","0","0","0","0","80","4.2","4.6","5.75","3.75","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","6.3","0.13","1.57"
"Mecole Hardman","KC","1","WR","1","1","1","63","0","1","1","0","100","14","63","63","49","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","13.3","0.74","13.3"
"KhaDarel Hodge","CLV","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Kendrick Bourne","SF","1","WR","8","4","0","42","0","1","0","2","50","9.13","5.25","10.5","5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","1","1","14.2","0.24","3.55"
"Andre Patton","LAC","1","WR","2","0","0","0","0","0","0","0","0","36","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Cooper Kupp","LA","1","WR","4","0","0","0","0","0","0","1","0","5.75","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Rashard Higgins","CLV","1","WR","1","1","0","7","0","1","0","0","100","15","7","7","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","7.7","0.23","7.7"
"Tyler Boyd","CIN","1","WR","8","6","0","62","0","0","0","0","75","7.75","7.75","10.33","4.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","12.2","0.19","2.03"
"Adam Humphries","TEN","1","WR","1","1","0","23","0","1","0","0","100","15","23","23","8","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","9.3","0.29","9.3"
"Jamison Crowder","NYJ","1","WR","6","5","0","81","0","1","0","0","83.3","10.17","13.5","16.2","5.8","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","19.1","0.41","3.82"
"Albert Wilson","MIA","1","WR","3","1","0","0","0","0","0","0","33.3","1.67","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","1","0.03","1"
"Jarius Wright","CAR","1","WR","2","1","0","21","0","0","0","0","50","19.5","10.5","21","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","3.1","0.07","3.1"
"Golden Tate","NYG","1","WR","7","4","1","95","0","2","1","0","57.1","8.86","13.57","23.75","20.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","1","25.5","0.39","6.38"
"Danny Amendola","DET","1","WR","9","4","0","29","0","0","0","1","44.4","8.56","3.22","7.25","3.75","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","6.9","0.13","1.73"
