"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"Mohamed Sanu","NE","1","WR","5","3","0","14","0","0","0","1","60","5.4","2.8","4.67","0.33","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","4.4","0.23","1.47"
"Jarius Wright","CAR","1","WR","5","3","0","34","0","0","0","0","60","19.6","6.8","11.33","1","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","6.4","0.13","2.13"
"Marvin Jones Jr.","DET","1","WR","6","3","0","40","0","1","0","2","50","11.33","6.67","13.33","2","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","13","0.18","4.33"
"Garrett Celek","SF","1","TE","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Cole Beasley","BUF","1","WR","7","6","0","110","1","1","0","0","85.7","9.29","15.71","18.33","8.17","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","23","0.39","3.83"
"Derek Carrier","OAK","1","TE","2","2","0","10","0","1","0","0","100","5","5","5","3","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","9","1","4.5"
"Brandon Bolden","NE","1","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Jamize Olawale","DAL","1","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Josh Gordon","SEA","1","WR","1","1","0","10","0","0","0","0","100","8","10","10","2","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","2","0.07","2"
"Bradley Sowell","CHI","1","TE","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Tavon Austin","DAL","1","WR","4","2","0","22","0","0","0","0","50","14.75","5.5","11","2.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","4.2","0.22","2.1"
"Tyler Eifert","CIN","1","TE","2","1","0","12","0","0","0","0","50","12","6","12","1","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","2.2","0.09","2.2"
"DeAndre Hopkins","HST","1","WR","7","5","0","64","0","0","0","0","71.4","9.43","9.14","12.8","4.2","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","11.4","0.25","2.28"
"Cordarrelle Patterson","CHI","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Zach Ertz","PHI","1","TE","6","3","0","24","0","0","0","1","50","9.5","4","8","5.67","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","5.4","0.11","1.8"
"Giovani Bernard","CIN","1","RB","2","1","0","8","0","0","0","0","50","-4","4","8","9","","","","","","","","","","","","1","0","4","0","0","0","4","2","0","0","0","","","","","","","","","0","0","2.2","0.18","1.1"
"Robert Woods","LA","1","WR","15","13","1","172","1","0","0","0","86.7","3.27","11.47","13.23","10.46","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","30.2","0.45","2.32"
"Le'Veon Bell","NYJ","1","RB","5","4","0","35","0","0","0","1","80","3.4","7","8.75","5.75","","","","","","","","","","","","10","0","32","0","0","0","3.2","2.3","2","0.2","0","","","","","","","","","0","0","10.7","0.18","0.76"
"Vance McDonald","PIT","1","TE","3","3","0","21","0","0","0","0","100","2","7","7","5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","5.1","0.11","1.7"
"Travis Kelce","KC","1","TE","9","5","1","90","0","0","0","2","55.6","14.11","10","18","5.2","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","14","0.24","2.8"
"Keenan Allen","LAC","1","WR","6","6","0","68","0","1","0","0","100","7.83","11.33","11.33","3.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","18.8","0.32","3.13"
"B.W. Webb","CIN","1","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Kyle Juszczyk","SF","1","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Kenny Stills","HST","1","WR","4","3","0","61","0","1","0","0","75","18.25","15.25","20.33","1.67","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","15.1","0.41","5.03"
"Chris Thompson","WAS","1","RB","2","1","0","15","0","0","0","0","50","13","7.5","15","0","","","","","","","","","","","","3","0","14","0","0","0","4.67","2","0","0","0","","","","","","","","","0","0","3.9","0.17","0.97"
"Latavius Murray","NO","1","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","4","0","2","0","0","0","0.5","1.25","0","0","0","","","","","","","","","0","0","0.2","0.02","0.05"
"Kenjon Barner","ATL","1","RB","2","2","0","6","0","0","0","0","100","-4","3","3","7","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","2.6","0.43","1.3"
"Rex Burkhead","NE","1","RB","1","0","0","0","0","0","0","0","0","3","0","0","0","","","","","","","","","","","","3","0","15","0","0","0","5","2","0","0","0","","","","","","","","","0","0","1.5","0.38","0.5"
"Ryan Griffin","NYJ","1","TE","6","5","0","30","0","0","0","1","83.3","6.67","5","6","2","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","8","0.13","1.6"
"Jordan Poyer","BUF","1","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Jaron Brown","SEA","1","WR","1","1","0","6","0","0","0","0","100","6","6","6","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","1.6","0.18","1.6"
"Josh Hill","NO","1","TE","2","1","0","2","0","0","0","0","50","6.5","1","2","1","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","1.2","0.04","1.2"
"Jack Doyle","IND","1","TE","12","6","0","73","0","1","0","0","50","9.08","6.08","12.17","2.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","19.3","0.29","3.22"
"Demetrius Harris","CLV","1","TE","3","1","0","23","0","0","0","0","33.3","11.33","7.67","23","6","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","3.3","0.08","3.3"
"Darren Fells","HST","1","TE","3","2","0","23","0","1","0","0","66.7","5.33","7.67","11.5","7.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","10.3","0.25","5.15"
"Sammy Watkins","KC","1","WR","3","0","0","0","0","0","0","1","0","19.33","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Mike Evans","TB","1","WR","10","4","0","53","0","0","0","0","40","15.2","5.3","13.25","5.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","9.3","0.15","2.33"
"Odell Beckham Jr.","CLV","1","WR","7","3","0","29","0","0","0","0","42.9","24.14","4.14","9.67","0.33","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","5.9","0.1","1.97"
"Brandin Cooks","LA","1","WR","2","2","0","24","0","0","0","0","100","0.5","12","12","11.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","4.4","0.07","2.2"
"Davante Adams","GB","1","WR","9","6","0","64","0","2","0","1","66.7","7.44","7.11","10.67","3.33","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","24.4","0.48","4.07"
"Cody Latimer","NYG","1","WR","2","1","1","43","0","0","0","0","50","23.5","21.5","43","8","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","5.3","0.17","5.3"
"Carlos Hyde","HST","1","RB","1","1","0","5","0","0","0","0","100","0","5","5","5","","","","","","","","","","","","10","0","17","0","0","0","1.7","1.6","2","0.2","0","","","","","","","","","0","0","3.2","0.15","0.29"
"Allen Robinson II","CHI","1","WR","12","8","0","86","0","1","0","1","66.7","10.5","7.17","10.75","2.88","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","22.6","0.38","2.83"
"Jarvis Landry","CLV","1","WR","11","6","0","76","0","0","0","1","54.5","12.64","6.91","12.67","3.33","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","13.6","0.21","2.27"
"Donte Moncrief","CAR","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"John Brown","BUF","1","WR","4","3","0","26","0","0","0","0","75","12.5","6.5","8.67","3","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","5.6","0.09","1.87"
"Devonta Freeman","ATL","1","RB","5","4","0","13","0","0","0","0","80","2.4","2.6","3.25","1.25","","","","","","","","","","","","17","0","51","0","0","0","3","1.94","4","0.24","0","","","","","","","","","0","0","10.4","0.17","0.5"
"Logan Thomas","DET","1","TE","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"James White","NE","1","RB","9","8","0","98","0","2","0","0","88.9","4.11","10.89","12.25","8.13","","","","","","","","","","","","14","0","79","0","0","0","5.64","2.29","3","0.21","0","","","","","","","","","0","0","37.7","0.56","1.71"
"Allen Hurns","MIA","1","WR","4","3","0","33","0","0","0","0","75","8.5","8.25","11","3","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","6.3","0.11","2.1"
"Albert Wilson","MIA","1","WR","5","5","0","32","0","0","0","0","100","5","6.4","6.4","1.4","","","","","","","","","","","","2","0","31","0","0","0","15.5","3.5","1","0.5","0","","","","","","","","","0","0","11.3","0.31","1.61"
"Scott Simonson","NYG","1","TE","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Willie Snead IV","BLT","1","WR","2","1","0","12","0","0","0","0","50","26","6","12","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","2.2","0.09","2.2"
"Seth Roberts","BLT","1","WR","2","1","0","5","0","0","0","1","50","4","2.5","5","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","1.5","0.05","1.5"
"Cameron Brate","TB","1","TE","1","1","0","5","0","0","0","0","100","5","5","5","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","1.5","0.06","1.5"
"Keith Smith","ATL","1","RB","1","0","0","0","0","0","0","0","0","24","0","0","0","","","","","","","","","","","","2","0","4","0","0","0","2","1","0","0","0","","","","","","","","","0","0","0.4","0.03","0.2"
"Amari Cooper","DAL","1","WR","11","8","0","85","0","0","0","0","72.7","8.64","7.73","10.63","3","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","16.5","0.26","2.06"
"Todd Gurley II","LA","1","RB","1","1","0","20","0","0","0","0","100","-2","20","20","22","","","","","","","","","","","","19","0","95","0","1","0","5","3.21","3","0.16","0","","","","","","","","","0","0","18.5","0.34","0.93"
"DeVante Parker","MIA","1","WR","10","7","2","159","1","2","1","0","70","18.8","15.9","22.71","3.29","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","34.9","0.6","4.99"
"Melvin Gordon III","LAC","1","RB","3","2","0","11","0","0","0","0","66.7","-3","3.67","5.5","10","","","","","","","","","","","","20","0","99","0","0","0","4.95","3.45","3","0.15","0","","","","","","","","","0","0","13","0.33","0.59"
"Nelson Agholor","PHI","1","WR","6","3","0","41","0","0","0","0","50","14.5","6.83","13.67","4.33","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","1","1","7.1","0.12","2.37"
"Breshad Perriman","TB","1","WR","6","5","0","87","0","0","0","0","83.3","13.5","14.5","17.4","3.8","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","13.7","0.31","2.74"
"Phillip Dorsett","NE","1","WR","6","2","0","15","0","0","0","0","33.3","22.33","2.5","7.5","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","1","3.5","0.06","1.75"
"Ameer Abdullah","MIN","1","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Maxx Williams","ARZ","1","TE","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Clive Walford","MIA","1","TE","1","0","0","0","0","0","0","0","0","16","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Tyler Lockett","SEA","1","WR","3","0","0","0","0","0","0","0","0","23","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Tevin Coleman","SF","1","RB","1","1","0","9","0","0","0","0","100","1","9","9","8","","","","","","","","","","","","5","0","6","0","0","0","1.2","0.8","0","0","0","","","","","","","","","0","0","2.5","0.25","0.42"
"Chris Conley","JAX","1","WR","5","4","0","57","0","0","0","0","80","8.2","11.4","14.25","6.25","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","9.7","0.19","2.42"
"Duke Johnson Jr.","HST","1","RB","6","5","0","54","0","1","0","0","83.3","1","9","10.8","8.8","","","","","","","","","","","","9","0","36","0","0","0","4","3.33","1","0.11","0","","","","","","","","","0","0","20","0.54","1.43"
"Tyler Kroft","BUF","1","TE","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"David Johnson","ARZ","1","RB","2","2","0","9","0","0","0","0","100","-1","4.5","4.5","5.5","","","","","","","","","","","","4","0","15","0","0","0","3.75","2.75","1","0.25","0","","","","","","","","","0","0","4.4","0.29","0.73"
"Jeff Heuerman","DEN","1","TE","5","3","0","15","0","0","0","0","60","6","3","5","1","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","4.5","0.16","1.5"
"Ty Montgomery","NYJ","1","RB","1","1","0","1","0","0","0","0","100","1","1","1","0","","","","","","","","","","","","1","0","7","0","0","0","7","4","0","0","0","","","","","","","","","0","0","1.8","0.45","0.9"
"Jamison Crowder","NYJ","1","WR","9","2","0","8","0","0","0","1","22.2","9.78","0.89","4","5.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","2.8","0.05","1.4"
"Justin Hardy","ATL","1","WR","3","3","0","28","0","0","0","0","100","8.67","9.33","9.33","0.67","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","5.8","0.22","1.93"
"Blake Bell","KC","1","TE","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Javorius Allen","NYG","1","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","1","0","4","0","0","0","4","3","0","0","0","","","","","","","","","0","0","0.4","0.13","0.4"
"MyCole Pruitt","TEN","1","TE","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Stefon Diggs","MIN","1","WR","9","4","0","25","0","0","0","2","44.4","13","2.78","6.25","1.75","","","","","","","","","","","","1","0","27","0","0","0","27","21","2","2","0","","","","","","","","","0","0","9.2","0.18","1.84"
"Jay Ajayi","PHI","1","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","2","0","9","0","0","0","4.5","3","0","0","0","","","","","","","","","0","0","0.9","0.11","0.45"
"C.J. Uzomah","CIN","1","TE","6","5","0","51","0","0","0","1","83.3","5.83","8.5","10.2","4.2","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","10.1","0.21","2.02"
"Jesse James","DET","1","TE","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Michael Burton","WAS","1","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Nick Boyle","BLT","1","TE","2","1","0","4","0","0","0","1","50","3.5","2","4","1","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","1.4","0.02","1.4"
"Nick O'Leary","JAX","1","TE","3","1","0","6","0","0","0","0","33.3","3.33","2","6","5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","1.6","0.03","1.6"
"Darren Waller","OAK","1","TE","8","7","0","100","1","0","0","0","87.5","10","12.5","14.29","5.71","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","17","0.31","2.43"
"Ben Koyack","JAX","1","TE","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"DeAndrew White","CAR","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Raheem Mostert","SF","1","RB","2","2","0","8","0","0","0","0","100","1","4","4","3","","","","","","","","","","","","19","1","146","1","1","1","7.68","4.89","6","0.32","0","","","","","","","","","0","0","23.4","0.58","1.11"
"Matt LaCosse","NE","1","TE","2","1","0","24","0","0","0","1","50","9","12","24","7","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","3.4","0.07","3.4"
"DeAndre Carter","HST","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Jake Kumerow","GB","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Matt Lengel","IND","1","TE","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Malcolm Brown","LA","1","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","6","0","30","0","0","0","5","3.17","2","0.33","0","","","","","","","","","0","0","3","0.17","0.5"
"Damiere Byrd","ARZ","1","WR","2","0","0","0","0","0","0","0","0","11","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Adam Humphries","TEN","1","WR","2","1","0","13","0","1","0","0","50","18","6.5","13","6","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","8.3","0.36","8.3"
"Daniel Brown","NYJ","1","TE","1","1","0","9","0","0","0","0","100","0","9","9","9","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","1.9","0.19","1.9"
"Tyrell Williams","OAK","1","WR","4","1","0","9","0","0","0","0","25","10.5","2.25","9","7","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","1.9","0.04","1.9"
"Chris Manhertz","CAR","1","TE","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
