"player","team","games","dropbacks","att","comp","drops","comDrop","yds","passYds300Games","depthAim","tds","td40s","td50s","ints","sks","ezAtt","ezTds","ezInts","ezPct","ezTdPct","rushCarries","rushYds","rushTds","rushTd40s","fumbles","rzRushCarries","rzRushTds","rzRushPct","i5RushCarries","i5RushTds","i5RushPct","patConversions","patAttempts","fantasyPts","ptsPerDb"
"Patrick Mahomes","KC","1","33","33","25","2","81.8","378","1","6.09","3","2","1","0","0","","","","","","1","2","0","0","0","","","","","","","0","0","27.3","0.83"
"Mitchell Trubisky","CHI","1","53","45","26","2","65.1","228","0","8.86","0","0","0","1","5","","","","","","3","11","0","0","0","","","","","","","0","0","9.2","0.17"
"Brandon Allen","DEN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","","","","","0","0","0",""
"Dak Prescott","DAL","1","32","32","25","2","84.4","405","1","9.34","4","0","0","0","0","","","","","","4","12","0","0","0","","","","","","","0","0","33.4","1.04"
"Jacoby Brissett","IND","1","30","27","21","1","81.5","190","0","6.41","2","0","0","0","2","","","","","","3","9","0","0","1","","","","","","","0","0","16.5","0.55"
"Carson Wentz","PHI","1","41","39","28","1","78.4","313","1","9.05","3","2","2","0","1","","","","","","4","5","0","0","0","","","","","","","0","0","25","0.61"
"Jared Goff","LA","1","41","39","23","2","71.4","186","0","6.63","1","0","0","1","1","","","","","","4","0","0","0","1","","","","","","","0","0","10.4","0.25"
"Marcus Mariota","TEN","1","30","24","14","1","65.2","248","0","6.57","3","1","1","0","4","","","","","","3","24","0","0","0","","","","","","","0","0","24.3","0.81"
"Jameis Winston","TB","1","42","36","20","2","66.7","194","0","9.15","1","0","0","3","3","","","","","","5","13","0","0","2","","","","","","","0","0","10.1","0.24"
"A.J. McCarron","HST","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","","","","","0","0","0",""
"Jimmy Garoppolo","SF","1","28","27","18","2","74.1","166","0","5.52","1","0","0","1","1","","","","","","2","-2","0","0","0","","","","","","","1","1","9.4","0.34"
"Derek Carr","OAK","1","27","26","22","0","88","259","0","8.2","1","0","0","0","0","","","","","","2","2","0","0","0","","","","","","","0","0","14.6","0.54"
"Teddy Bridgewater","NO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","","","","","0","0","0",""
"Mike Glennon","OAK","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","","","","","0","0","0",""
"Case Keenum","WAS","1","45","44","30","1","77.5","380","1","7.92","3","2","1","0","1","","","","","","0","0","0","0","0","","","","","","","0","0","27.2","0.6"
"Kirk Cousins","MIN","1","11","10","8","0","100","98","0","6.88","1","0","0","0","1","","","","","","6","4","1","0","2","","","","","","","0","0","14.3","1.3"
"Nick Foles","JAX","1","8","8","5","1","75","75","0","10.25","1","0","0","0","0","","","","","","0","0","0","0","0","","","","","","","0","0","7","0.88"
"Russell Wilson","SEA","1","24","20","14","2","84.2","195","0","9.58","2","1","0","0","4","","","","","","4","8","0","0","0","","","","","","","0","0","16.6","0.69"
"Ryan Tannehill","TEN","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","2","-2","0","0","0","","","","","","","0","0","-0.2",""
"Robert Griffin III","BLT","1","6","6","6","0","100","55","0","5.83","1","0","0","0","0","","","","","","4","9","0","0","0","","","","","","","0","0","7.1","1.18"
"Tyrod Taylor","LAC","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","","","","","0","0","0",""
"Andy Dalton","CIN","1","56","51","35","4","86.7","418","1","7.93","2","1","1","0","5","","","","","","0","0","0","0","2","","","","","","","0","0","24.7","0.44"
"Cam Newton","CAR","1","42","38","25","1","72.2","239","0","6.97","0","0","0","1","2","","","","","","4","-8","0","0","1","","","","","","","0","0","7.8","0.19"
"Matthew Stafford","DET","1","51","45","27","2","72.5","385","1","12.38","3","1","0","0","3","","","","","","3","22","0","0","2","","","","","","","0","0","29.6","0.58"
"Joe Flacco","DEN","1","35","31","21","1","78.6","268","0","8.82","1","0","0","0","3","","","","","","1","1","0","0","1","","","","","","","0","0","14.8","0.42"
"Matt Ryan","ATL","1","52","46","33","0","73.3","304","1","8.13","2","0","0","2","4","","","","","","2","24","0","0","0","","","","","","","0","2","20.6","0.4"
"Matt Moore","KC","1","1","1","0","0","0","0","0","-5","0","0","0","0","0","","","","","","1","-1","0","0","0","","","","","","","0","0","-0.1","-0.1"
"Ryan Fitzpatrick","MIA","1","33","29","14","0","51.9","185","0","15.56","1","0","0","1","2","","","","","","1","8","0","0","0","","","","","","","0","0","11.2","0.34"
"Aaron Rodgers","GB","1","36","30","18","1","67.9","203","0","10.75","1","0","0","0","5","","","","","","3","8","0","0","0","","","","","","","0","0","12.9","0.36"
"Ben Roethlisberger","PIT","1","49","47","27","3","63.8","276","0","9.98","0","0","0","1","1","","","","","","1","7","0","0","1","","","","","","","0","0","10.7","0.22"
"Philip Rivers","LAC","1","39","34","25","1","89.7","333","1","7.79","3","1","1","1","4","","","","","","1","6","0","0","1","","","","","","","0","0","24.9","0.64"
"Eli Manning","NYG","1","46","44","30","0","75","306","1","7.03","1","0","0","0","1","","","","","","1","6","0","0","1","","","","","","","0","0","16.8","0.37"
"Drew Brees","NO","1","44","43","32","2","87.2","370","1","7.54","2","0","0","1","1","","","","","","0","0","0","0","0","","","","","","","0","0","21.8","0.5"
"Tom Brady","NE","1","37","36","24","1","75.8","341","1","8.09","3","1","1","0","1","","","","","","0","0","0","0","0","","","","","","","0","0","25.6","0.69"
